Name,"Case Number",City,"States & Territories","Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"Starbucks Corporation",08-RC-317126,Aurora,OH,05/01/2023,"Region 08, Cleveland, Ohio",Closed,06/28/2023,"Certific. of Representative",22,21,"Chicago and Midwest Regional Joint Board, Workers United/Service Employees International Union","All full-time and regular part-time Baristas and Shift Supervisors; excluding Store Managers, Office Clericals, Guards, Professional Employees, and Supervisors."
"Starbucks Corporation",27-RC-317131,"South Salt Lake",UT,05/01/2023,"Region 27, Denver, Colorado",Closed,06/23/2023,"Certific. of Representative",19,17,"Chicago and Midwest Regional Joint Board, Workers United/SEIU","Included: All full-time and regular part-time Baristas and Shift Supervisors. Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors."
"Western New York Law Center",03-RC-317050,Buffalo,NY,05/01/2023,"Region 03, Buffalo, New York",Closed,05/17/2023,"Withdrawal Non-adjusted",,23,,"Include: Staff attorneys, supervising attorneys, paralegals, program directors, law clerks, community engagement specialist.
Excluded: Executive Director, Managing Attorneys, Office Manager/HR Coordinator."
"STARBUCKS CORPORATION",09-RC-317136,Elizabethtown,KY,05/01/2023,"Region 09, Cincinnati, Ohio",Closed,06/27/2023,"Certific. of Representative",26,30,"Chicago & Midwest Regional Joint Board, an Affiliate of Workers United SEIU","Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors."
"Recreational Equipment, Inc.",19-RC-317139,Bellingham,WA,05/01/2023,"Region 19, Seattle, Washington",Closed,06/20/2023,"Certific. of Representative",60,70,"United Food and Commercial Workers Local 3000","Included: 

All full-time and part-time employees, including lead employees, employed by the Employer at 400 36th St, Bellingham, WA 98225.

Excluded: 

All managers, sales managers, supervisors, confidential employees, office clerical employees, professional employees, and guards and asset protection employees as defined by the Act."
"Start Small. Think Big., Inc.",02-RC-317333,"New York",NY,05/01/2023,"Region 02, New York, New York",Open,,,,21,,"Included:  
All Program Coordinators and All Program Managers

Excluded:
Program Directors and Executives and Staff Attorneys and Intern and Fellows"
"Boutchantharaj Corporation d/b/a DFW Security Protective Force",18-RC-317219,"Saint Paul",MN,05/01/2023,"Region 18, Minneapolis, Minnesota",Closed,06/07/2023,"Certific. of Representative",18,15,"United Federation LEOS-PBA Law Enforcement Officers Security & Police Benevolent Association","Included: All full-time and regular part-time security guards employed by the Employer and performing work within Hennepin County, or any other county immediately adjacent to Hennepin County, Minnesota.
Excluded: All other employees, clerical employees, and supervisors as defined by the Act."
"PDM Steel Service Centers, Inc.",32-RD-317080,Fresno,CA,05/01/2023,"Region 32, Oakland, California",Closed,06/06/2023,"Certific. of Representative",3,3,"Teamsters Union Local No. 431","Included: Truck Drivers 

Excluded: Office Clerical Professional Employees, Guards, and Supervisors"
"FIELDS ASH, LLC",10-RC-317109,Asheville,NC,05/01/2023,"Region 10, Atlanta, Georgia",Closed,05/23/2023,"Withdrawal Non-adjusted",,15,,"Included: Service Technicians.

Excluded: Managers, Salespersons, Service Managers etc."
"KAG Merchant Gas Group, LLC",25-RC-317114,Indianapolis,IN,05/01/2023,"Region 25, Indianapolis, Indiana",Closed,06/13/2023,"Certific. of Representative",8,6,"International Brotherhood of Teamsters, Local 135","Included: All full-time and regular part-time cryogenic transportation drivers
Excluded: Office clerical employees, professional employees, guards and supervisors as defined in the Act, and all other employees."
"San Francisco Baseball Associates LLC",20-RC-317009,"San Francisco",CA,04/28/2023,"Region 20, San Francisco, California",Closed,07/19/2023,"Certific. of Representative",37,52,"INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES","Included: All freelance, full time and regular part time staff, including Engineers,
Technical Directors (TD), Directors, Video Technicians (V1), Assistant Video
Technicians (V2), Graphics Operators, Graphic Coordinators, Font Coordinators,
Camera Operators (jib, stationary, mobile, and remotely operated cameras), Display Board Operators, Capture/Playback Operators (Videotape Operators [VTR], Digital Recording Device Operators [DDR], Statisticians [Stats Technicians]) and others in similar technical positions supporting Giants Vision.

Excluded: All others including supervisors, managers, and guards under the Act.
"
"Tyto Athene, LLC",10-RC-317056,"Oak Ridge",TN,04/28/2023,"Region 10, Atlanta, Georgia",Closed,06/20/2023,"Certific. of Representative",11,11,"IBEW Local Union 760","Included: 
All Field Techs l & 2 who work on DOE phone systems in the Oak Ridge, TN area. 

Excluded: 
All security guards, clerical personnel, and supervisors as defined by the Act."
"QC Crane, LLC",25-RC-317048,"Rock Island",IL,04/28/2023,"Region 25, Indianapolis, Indiana",Closed,06/02/2023,"Certific. of Representative",10,7,"International Union of Operating Engineers, Local 150, AFL-CIO","Included:
All full-time and regular part-time Craft Foremen, A/D Directors, Operators, Oilers, Technicians, Riggers, Field Mechanics, Shop Mechanics, Apprentices, Drivers, CDL Drivers, and Non-CDL Drivers employed out of the Employer’s facility currently located in Rock Island, Illinois.

Excluded:
All sales representatives, office clerical employees, guards, professional employees, and supervisors, as defined by the Act."
"Falck Salem",19-RC-317091,Salem,OR,04/28/2023,"Region 19, Seattle, Washington",Closed,05/22/2023,"Withdrawal Non-adjusted",,6,,"Included: Field Operations Supervisors, Field Training Officers (FTOs). Excluded: EMTs, paramedics, confidential employees, guards and supervisors as defined by the Act."
"Coatings by PCD, Inc. d/b/a Surplus Powder Coatings",07-RC-317093,"Kent City",MI,04/28/2023,"Region 07, Detroit, Michigan",Closed,06/16/2023,"Certification of Results",6,6,,"Included:  Warehouse

Excluded:  Supervisors and Guards as defined by the Act."
"Stachs LLC",31-RC-317129,Gardena,CA,04/28/2023,"Region 31, Los Angeles, California",Closed,06/22/2023,"Certific. of Representative",42,45,"United Food and Commercial Workers Union, Local 770","Included: Full-time and regular part-time delivery drivers, depot staff and shift supervisors.

Excluded: Depot managers and assistant managers, guards, and professional employees.
"
"UAW International Union and its Locals 2325, 4100, 5118, 7902",02-RC-317002,Manhattan,NY,04/28/2023,"Region 02, New York, New York",Closed,05/11/2023,"Withdrawal Non-adjusted",,32,,"Employees Included
all full-time and part-time employees employed by the employer including: 2325 - all
organizers, organizers/servicing representatives, senior organizers, office
administrators, leave of absence organizers, and all Temporary Member Organizers
funded by the UAW International but supervised by the local but excluding President,
Financial Secretary-Treasurer, and all employees on staff solely by virtue of their
elected position. 4100 - all organizers and all Temporary Member Organizers funded by
the UAW International but supervised by the local but excluding President and all
employees on staff solely by virtue of their elected position. 7902 - all organizers, office
administrators, and data administrators and Temporary Member Organizers funded by
the UAW International but supervised by the local, but excluding President, Financial
Secretary, and all employees on staff solely by virtue of their elected position. 5118 - all
staff organizers, lead staff organizers, and all Temporary Member Organizers funded
by the UAW International but supervised by the local but excluding President, Financial
Secretary, and all employees on staff solely by virtue of their elected position. UAW
Region 9A temporary member organizers, data specialists, and other non-supervisory
staff in Region 9A supervised by International Staff. but excluding all positions
represented by the UAW Staff Council or OPEIU Local 494 and all other temporary
member organizers funded by the UAW International but supervised by locals not listed
above.
 Employees Excluded
see inclusion"
"Barnes and Noble Booksellers, Inc.",02-RC-317064,"New York",NY,04/28/2023,"Region 02, New York, New York",Closed,06/15/2023,"Certific. of Representative",103,105,"Retail, Wholesale and Department Store Union","Included: All non-supervisory employees as defined by the Act employed at the retail store at 33 E 17th Street New York, NY 10003 Excluded: Guards, Supervisors, Clerical Employees, and Managers as defined by the Act"
"Sunbelt Rentals, Inc.",14-RC-317010,Lebanon,IL,04/28/2023,"Region 14, Saint Louis, Missouri",Closed,06/26/2023,"Certific. of Representative",5,5,"International Union of Operating Engineers Local 520","Included: All full-time and regular part-time mechanics, truck drivers and yard employees; Excluded: All other employees, including clerical, guards, and supervisors as defined in the Act."
"Starbucks Corporation",03-RD-316974,Buffalo,NY,04/28/2023,"Region 03, Buffalo, New York",Closed,11/09/2023,"Dismissal Non-adjusted",,30,,"Included: Full time and part-time Baristas, Shift Supervisors and Assistant Store managers employed by the Employer at its store located at 235 Delaware Avenue, Buffalo NY 14202.

Excluding office clerical employees, guards, professional employees and supervisors as defined in
the Act."
"Imerys Greeneville, Inc.",10-RD-317090,Greeneville,TN,04/28/2023,"Region 10, Atlanta, Georgia",Closed,05/24/2023,"Certific. of Representative",27,28,"United Steel, Paper, and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Works International Union, Local 507G-02","Included: 
All production and maintenance employees and lead persons 
Excluded: 
Office, clerical, over-the-road truck drivers, lab technicians, draftsmen, storeroom clerks, and supervisors"
"Oil and Flower LLC",20-RC-317004,Sacramento,CA,04/28/2023,"Region 20, San Francisco, California",Closed,07/12/2023,"Certific. of Representative",14,14,"United Food and Commercial Workers Union, Local 8 Golden State","Included:  The UFCW is filing on all regular and part time employees at Flower Co./ Oil + Flowers  cannabis delivery depot at 8380 Rovana Circle Suite 3, Sacramento, CA 95828
Excluded:  Depot Manager and Assistant Manager. 
"
"Willowbrook Acquistion Company, LLC, d/b/a Willowbrook Manor",07-RC-317043,Flint,MI,04/28/2023,"Region 07, Detroit, Michigan",Closed,09/15/2023,"Certific. of Representative",27,22,"SEIU Healthcare Michigan","Included: All Full-time, Part-time and Contingent License Practical Nurses and Registered Nurses as an Armour-Globe

Excluded: All Administrators, Directors, Managers, and Supervisors"
"Hampton Cranes, Inc.",25-RC-317051,Bettendorf,IA,04/28/2023,"Region 25, Indianapolis, Indiana",Closed,06/09/2023,"Certific. of Representative",5,3,"International Union of Operating Engineers, Local 150, AFL-CIO","Included: All full-time and regular part-time Craft Foremen, A/D Directors, Operators, Oilers, Technicians, 
Riggers, Field Mechanics, Shop Mechanics, Apprentices, Drivers, CDL Drivers, and Non-CDL 
Drivers employed out of the Employer’s facility currently located in Bettendorf, Iowa.  Excluded: All sales representatives, office clerical employees, guards, professional employees, and 
supervisors, as defined by the Act."
"Big Dipper Wax Works, Inc.",19-RC-317034,Seattle,WA,04/28/2023,"Region 19, Seattle, Washington",Closed,05/31/2023,"Dismissal Non-adjusted",,32,,"Included: All employees employed by the employer at their Seattle, WA operation, excluding those excluded by the Act. Excluded: All other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act."
"Stachs LLC",31-RC-317118,"Los Angeles",CA,04/28/2023,"Region 31, Los Angeles, California",Closed,06/22/2023,"Certific. of Representative",52,47,"United Food and Commercial Workers Union, Local 770","Included: Full-time and regular part-time delivery drivers, depot staff and shift supervisors.

Excluded: Depot Managers and assistant managers, guards, and professional employees."
"Alliance Mobile, Inc.",15-RC-317040,Selma,AL,04/28/2023,"Region 15, New Orleans, Louisiana",Closed,06/21/2023,"Certific. of Representative",4,4,"Communications Workers of America","Included: 
All AT&T Sales Representatives

Excluded: 
Supervisors, Guards, and others excluded by the Act."
"Triple Canopy",05-RC-316981,Beltsville,MD,04/27/2023,"Region 05, Baltimore, Maryland",Closed,05/03/2023,"Withdrawal Adjusted",,25,,"Included: All full-time and regular part-time PSOs employed by the Employer at
11785 and 4041 Powder Mill Rd., Beltsville, MD and 10230 New Hampshire Ave.,
Silver Spring, MD.

Excluded: All other employees, office clerical employees, professional employees
and supervisors as defined in the Act"
"Lithia Ramsey-M, LLC d/b/a Mini of Ramsey",22-RC-316946,Ramsey,NJ,04/27/2023,"Region 22, Newark, New Jersey",Closed,06/05/2023,"Certific. of Representative",8,8,"United Service Workers Union, Local 355, IUJAT","INCLUDED:  All full time and regular part-time service technicians employed by the Employer at its Ramsey, New Jersey location. 

EXCLUDED:  All other employees including office clerical, dispatchers, managers, supervisors and guards as defined in the Act."
"Island Distributing, LLC",20-RD-317018,Lihue,HI,04/27/2023,"Region 20, San Francisco, California",Closed,06/12/2023,"Certification of Results",9,9,,"INCLUDED: Warehouseman/Driver and Leadman.

EXCLUDED: Supervisor, Guards, Operations Manager, Branch Manager, Assistant Manager, or department heads."
"FJC Security Services, Inc.",10-RC-316980,Knoxville,TN,04/27/2023,"Region 10, Atlanta, Georgia",Closed,06/30/2023,"Certific. of Representative",49,50,"International Guards Union of America (IGUA)","Included:  All Security Officers covered under the Contract HSHQE-4-17-D-00003 at facilities in Knoxville, Chattanooga, and surrounding areas.

Excluded:  All other employees."
"Campus Child Care, Inc. d/b/a Radcliffe Child Care Center",01-RC-316936,Cambridge,MA,04/27/2023,"Region 01, Boston, Massachusetts",Closed,06/20/2023,"Certific. of Representative",23,24,"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 888","Included: All teachers, float teachers, and resource teachers Excluded: All guards, managers, supervisors, as defined by the Act and all other employees"
"Hofstra University",29-UD-316959,Uniondale,NY,04/27/2023,"Region 29, Brooklyn, New York",Closed,06/26/2023,"Certification of Results",55,57,"Local 553, International Brotherhood of Teamsters","Included: All full and part time public safety officers assigned to Hofstra University. 
Excluded: All management, supervisors, clerical personnel at Hofstra University. 
"
"Starbucks Corporation",12-RC-316922,Melbourne,FL,04/27/2023,"Region 12, Tampa, Florida",Closed,06/06/2023,"Withdrawal Non-adjusted",,21,,"Included:  All full-time and regular part-time Baristas and Shift Supervisors.

Excluded:  Asst. Store Managers, Store Managers, office clericals, guards, and supervisors as defined by the Act."
"The Board of Trustees of the Leland Stanford Junior University",32-RC-316964,Stanford,CA,04/27/2023,"Region 32, Oakland, California",Closed,07/14/2023,"Certific. of Representative",3410,5700,"United Electrical, Radio and Machine Workers of America (UE)","Included: Graduate students enrolled in Stanford University degree programs who are employed to provide teaching and research services. 

Excluded: Undergraduate students; graduate students not seeking Stanford degrees, including visiting students; office clericals; managers; guards and supervisors as defined in the Act. 

11d. 
Election Location 
Tresidder Memorial Union, Tresidder Oak Lounge, 459 Lagunita Drive, Stanford, CA 94305"
"Children's Village",02-RC-316926,"Dobbs Ferry",NY,04/27/2023,"Region 02, New York, New York",Closed,06/02/2023,"Certific. of Representative",23,30,"Allied International Security","Included: All full time and part time SCS-Security Counselors and LSP-Security and Security Guards

Excluded: All other employees (Non Security)"
"University of Southern California",31-RC-316966,"Los Angeles",CA,04/27/2023,"Region 31, Los Angeles, California",Closed,06/26/2023,"Certific. of Representative",31,36,"Service Employees International Union, Local 721","Included: All full-time and part-time employees, including general maintenance workers, general painters, facilities technicians, material handlers, and customer services representatives, in the Employer’s Housing Central Maintenance Office.

Excluded: All guards, managers, and supervisors as defined in the Act."
"Beaver Medical Group, P.C.",31-RC-316890,Redlands,CA,04/26/2023,"Region 31, Los Angeles, California",Closed,05/31/2023,"Withdrawal Non-adjusted",,24,,"Included: All full-time, per diem, and regular part-time Physicians and Nurse Practitioners.

Excluded: All other employees, guards & supervisors as defined by the Act."
"Swedish Medical Center",19-RC-316965,Seattle,WA,04/26/2023,"Region 19, Seattle, Washington",Closed,06/20/2023,"Certification of Results",36,24,"SEIU Healthcare 1199NW","Petitioner seeks to represent all full-time, part-time and per diem Social Work LCSW, Social Work LCSW, Social Work BSW, Social Work MSW and Art Therapists employed by the Employer at Swedish Medical Center at the Swedish Cancer Institute (1221 Madison), the Family Medicine Clinic (5300 Tallman Ave. NW & 1401 Madison) and the Ballard Teen Center (1418 NW 65th St), by having these employees vote in a self-determination election to determine if they wish to be included in the existing professional bargaining unit (Case 19-RC-174386).  

To Be Included in the Existing Unit:  All full-time, part-time and per diem Chaplains employed by the Employer at Swedish Medical Center.

To Be Excluded:  All other employees, guards, and supervisors as defined in the Act.

The number of employees to be included in the voting group is approximately 24, voting on whether to join the Existing Unit of approximately 200 employees."
"Massachusetts Institute of Technology",01-RC-316836,Lexington,MA,04/26/2023,"Region 01, Boston, Massachusetts",Closed,06/30/2023,"Certific. of Representative",85,95,"Facility Services Independent Union",
"Swedish Medical Center",19-RC-316998,Seattle,WA,04/26/2023,"Region 19, Seattle, Washington",Closed,06/20/2023,"Certification of Results",13,15,"SEIU Healthcare 1199NW",
"Swedish Medical Center",19-RC-316967,Seattle,WA,04/26/2023,"Region 19, Seattle, Washington",Closed,05/05/2023,"Withdrawal Non-adjusted",,8,,"Petitioner seeks to represent all full-time, part-time and per diem Continuing Medical Education
Coordinators employed by the Employer at Swedish Medical Center, by having these employees vote in
a self-determination election to determine if they wish to be included in the existing service bargaining
unit.
To be Included in the Existing Unit: All full-time, part-time and per diem Continuing Medical Education
Coordinators employed by the Employer at Swedish Medical Center.
To be Excluded: All other employees, guards, and supervisors as defined in the Act.
The number of employees to be included in the voting group is approximately 8, voting on whether to
join the Existing Unit of approximately 2549 employees."
"SDH Education East, LLC a/k/a Sodexo",01-RC-316843,"East Haven",CT,04/26/2023,"Region 01, Boston, Massachusetts",Closed,05/17/2023,"Withdrawal Non-adjusted",,26,,"Included: All full-time and regular part-time food service Employees employed at East Haven Public Schools.
Excluded: All office clerical, guards and supervisors as defined in the Act."
"Westco Iron Works, Inc.",32-RD-316891,Newman,CA,04/26/2023,"Region 32, Oakland, California",Closed,06/21/2023,"Certification of Results",43,45,,"Included: Shop Ironworks

Excluded: Shop Foreman, Clerical Personnel, Office Personnel."
"Wenatchee Valley Hospital",19-RC-316942,Wenatchee,WA,04/26/2023,"Region 19, Seattle, Washington",Closed,07/27/2023,"Certific. of Representative",99,75,"Washington State Nurses Association","Included:  

All full-time and regular part-time registered nurses employed by Wenatchee Valley Hospital at the acute care hospital located at 820 North Chelan Avenue, Wenatchee, WA 98801; excluding and all other employees, guards and supervisors as defined in the Act."
"King County Bar Association",19-RC-316963,Seattle,WA,04/26/2023,"Region 19, Seattle, Washington",Closed,06/28/2023,"Certific. of Representative",57,56,"Service Employees International Union (SEIU) Local 925, CTW, CLC","Included: All full time, regular part time on call employees working at King County Bar Association. Excluded: Administrators, and all other employees, guards, managers and supervisors as defined in the NLRA."
"US Foodservice Inc.",05-RC-316820,Manassas,VA,04/25/2023,"Region 05, Baltimore, Maryland",Closed,06/02/2023,"Certific. of Representative",8,8,"Truck Drivers, Helpers, Taxicab Drivers, Garage Employees and Airport Employees Local Union No. 355 a/w International Brotherhood of Teamsters","Included: All full and Part time shuttle drivers employed by the Manassas VA branch. Including the following domicile locations. Manassas, VA., Savage, MD., Upper Marlboro, MD., Frederick, MD., and Fredericksburg, VA. Excluded: Clerical, Guards, Managers and Supervisors as described by the Act."
"Hemet Global Medical Center",21-RC-316779,Hemet,CA,04/25/2023,"Region 21, Los Angeles, California",Closed,05/31/2023,"Certific. of Representative",10,500,"California Nurses Association (CNA)","Included: All full-time and part-time Registered Nurses employed by Employer at its facility located at 1117 E. Devonshire Avenue, Hemet, CA 92543.
Excluded: All other employees, traveler RNs, RNs employed by registries or other agencies providing outside labor to the employer, office clerical employees, nurse administrators, managerial employees, confidential employees, guards and supervisors within the meaning of the Act."
"Schnitzer Steel Industries, Inc.",19-RC-316841,Eugene,OR,04/25/2023,"Region 19, Seattle, Washington",Closed,06/15/2023,"Certific. of Representative",11,12,"International Brotherhood of Electrical Workers Local 280","Included: All operations and maintenance workers at the Schnitzer Steel Eugene yard, including the following classifications: Sorter/ Grader, Burner, Ferrous Lead, Crane Operator, Point Greater Grader, Forklift Operator, Shear Operator, Ground Person, Mechanic, Non-ferrous grader. Excluded: Truck drivers, all clerical and office classifications, and all other classifications prohibited by the Act."
"Cumberland Farms, Inc.",03-RC-316731,Albany,NY,04/25/2023,"Region 03, Buffalo, New York",Closed,07/26/2023,"Withdrawal Non-adjusted",,15,,"Included:  All full and part time employees.

Excluded:  Managers and temporary employees."
"Strive Well-Being, Inc.",21-RC-316782,"Los Angeles",CA,04/25/2023,"Region 21, Los Angeles, California","Open - Blocked",,,113,55,,"Included:  All full-time and regular part-time transit ambassadors and transit ambassador supervisors.

Excluded:  All other employees, managers, and guards and supervisors as defined in the Act."
"First Transit, Inc.",10-RC-316773,Atlanta,GA,04/25/2023,"Region 10, Atlanta, Georgia",Closed,06/28/2023,"Certific. of Representative",46,44,"Teamsters Local 728","Included: All Full-time and regular part-time drivers, dispatchers, and technicians/utility.
Excluded: Guards and Supervisors as defined by the Act."
"Hatalom Corporation",21-RC-316792,Oceanside,CA,04/25/2023,"Region 21, Los Angeles, California",Closed,05/02/2023,"Withdrawal Non-adjusted",,2,,"Included: All full-time and regular part-time Electronic Technicians.

Excluded: Guards, Office Clerical and Supervisors as defined in the Act."
"AmeriGas Propane, Inc.",08-RC-316858,Willoughby,OH,04/25/2023,"Region 08, Cleveland, Ohio",Closed,06/06/2023,"Certific. of Representative",3,3,"Teamsters Truck Drivers Union Local No. 407","Included: All full-time and part-time Drivers and Service Technicians

Excluded: All Management"
"Sega of America, Inc.",21-RC-316887,Irvine,CA,04/25/2023,"Region 21, Los Angeles, California",Closed,07/19/2023,"Certific. of Representative",212,144,"Communications Workers of America, AFL-CIO","Included:  All full time and regular part time employees on the Brand Marketing, Games as a Service, Localization, Marketing Services, PD Ops, Product Development, and Quality Assurance teams, with the job titles: Associate Brand Manager; Associate Localization Producer; Associate Marketing Manager; Associate Producer; Bilingual Project Specialist & Recruiting Support; Bilingual Project Specialist; Brand Manager; Burst Tester (temp); Communications Manager; Community Management Coordinator; Community Manager; Community Specialist; Community Writer; Compliance Specialist; Compliance Tester (temp); Creative Designer; Creative Services Project Manager; Data Analyst; Data Analyst, Performance Marketing and Ad Monetization; Digital Media Designer; Digital Media Manager; Editor; Editor (temp); Game Producer; Graphic Design Project Manager; Graphic Designer; Jr Graphic Designer; Lead Editor; Licensing Coordinator; Licensing Specialist, Brand Marketing; Localization Engineer; Localization Producer; Manager, Media Production; Marketing Coordinator; Media Associate; Media Associate (temp); Media Producer; Operations Specialist; Producer; Project Communications Manager; QA Lead; QA Lead (temp); QA Tester (temp); QA Translator (temp); Senior Brand Manager; Senior Communications Manager; Senior Community Manager; Senior Digital Media Manager; Senior Editor; Senior QA Lead; Senior Specialist, Communications; Senior Translator; Senior Web Developer; Submission Coordinator; Translator; Translator (temp); Web Developer 

Excluded: All other employees; all supervisors and guards as defined by the Act"
"Concrete Rising LLC and Signatura Laboris Inc., Joint Employers",22-RC-316828,Eatontown,NJ,04/25/2023,"Region 22, Newark, New Jersey",Closed,05/12/2023,"Withdrawal Adjusted",,60,,"INCLUDED:  Full time and regular part time laborers employed by the Employer

EXCLUDED:  Office clerical and all other employees, guards and supervisors as defined in the Act."
"Sunset Logistics, LLC",25-RC-316732,"Crystal Lake",IL,04/24/2023,"Region 25, Indianapolis, Indiana",Closed,05/24/2023,"Certific. of Representative",9,9,"Automobile Mechanics' Local 701, International Association of Machinists and Aerospace Workers, AFL-CIO","Included: All full-time and regular part-time Service Technicians and Tire Men employed by the Employer at their facility located at 1320 S. Virginia Rd., Crystal Lake, IL.

Excluded: All other Employees, Office clerical employees, professional employees, managerial employees, guards and supervisors, as defined by the Act."
"UPS, Inc.",13-RC-316767,Hodgkins,IL,04/24/2023,"Region 13, Chicago, Illinois",Closed,05/19/2023,"Withdrawal Non-adjusted",,5,,"Included: Hub Associates Excluded: supervisors, security guards, clerical workers"
"Powerhouse Animation Studios, Inc.",16-RC-316735,Austin,TX,04/24/2023,"Region 16, Fort Worth, Texas",Closed,05/19/2023,"Withdrawal Non-adjusted",,138,,"Included: All regular, full-time and part-time employees of the Employer, Powerhouse
Animation Studios, Inc., including the following classifications:

3D Generalist
Animator
Background Art Director
Background Artist
Background Artist
Character Artist
Clean-up Artist
Compositor
Controller
Director
Editor
Episodic Director
Executive Assistant
Layout Artist
Lead Animator
Lead Compositor
Lead Editor
Office Manager
Outsource Coordinator
Outsource Manager
Pre-Production Artist
Production Assistant
Production Coordinator
Production Manager
Programmer
Storyboard Artist
Storyboard Revisionist
Supervisor 3D Generalist
Supervisor Animation
Supervisor Background
Supervisor Character
Supervisor Clean-up
Supervisor Compositing
Supervisor Pre-Production
Supervisor Storyboard

Excluded: All other employees, guards, confidential employees, and supervisors as
defined by the National Labor Relations Act."
"BOB EVANS TRANSPORTATION COMPANY, LLC",09-RC-316738,Springfield,OH,04/24/2023,"Region 09, Cincinnati, Ohio",Closed,06/01/2023,"Withdrawal Non-adjusted",,84,,"Included: All full-time and regular part-time drivers, dock workers, and yard jockeys employed
by the Employer at its 6088 Green-Field Drive, Springfield, Ohio facility.  

Excluded: All mechanics, dispatchers, office clerical employees, guards and supervisors as
defined in the Act, and all other employees."
"University of Vermont Medical Center",03-RC-316695,Burlington,VT,04/24/2023,"Region 03, Buffalo, New York",Closed,06/01/2023,"Certific. of Representative",28,28,"Vermont Federation of Nurses and Health Professionals, AFT-Vermont, AFL-CIO, Local 5221","Included: Specialty Pharmacy Patient Care Coordinator joining the VFNHP Technical Professional Barg

Excluded: Supervisory, Managerial, Confidential, Guards as defined by the act."
"MaineHealth d/b/a Maine Medical Center",01-RC-316755,Portland,ME,04/24/2023,"Region 01, Boston, Massachusetts",Closed,06/30/2023,"Certific. of Representative",32,44,"Maine Service Employees Association, Local 1989","Included: All full-time, part-time and per diem Interpreters employed by the Employer at its Portland and southern Maine facilities.

Excluded:  Managerial employees, confidential employees, guards and supervisors as defined by the Act.

Others Permitted to Vote:  The parties agree that Interpreters who work less than 20% of their time at the Employer’s facilities may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.
"
"Equity Residential Services, LLC",02-RD-316675,"New York",NY,04/24/2023,"Region 02, New York, New York",Closed,07/10/2023,"Certification of Results",21,20,"Equity Residential Services, LLC","Included:
All full-time and part-time doormen, concierge, porters, and handymen.

Excluded: 
Office clerical employees and resident managers, grants, professional employees and supervisors."
"Brown University",01-RC-316665,Providence,RI,04/24/2023,"Region 01, Boston, Massachusetts",Closed,04/28/2023,"Withdrawal Non-adjusted",,3,,"Included: Brown Card and Transportation Office.
Excluded: All other employees."
"Student Transportation of America, Inc.",01-RC-316758,Candia,NH,04/24/2023,"Region 01, Boston, Massachusetts",Closed,06/01/2023,"Certific. of Representative",21,21,"International Brotherhood of Teamsters Local 633","Included:  All full-time school bus drivers operating out of Candia location.  Excluded:  All other employees including dispatch, mechanics, and spare bus drivers."
"TPC Mechanical Contractors, LLC",25-RC-316744,Carmel,IN,04/24/2023,"Region 25, Indianapolis, Indiana",Closed,06/13/2023,"Certification of Results",17,15,,"Included: All full-time and regular part-time journeymen and apprentice plumbers employed by the Employer out of its 350 Gradle Drive, Carmel, IN facility.  Excluded: All other employees, managers, office clericals, guards and supervisors as defined in the Act."
"Rowell Chemical Corporation",13-RC-316684,"Willow Springs",IL,04/24/2023,"Region 13, Chicago, Illinois",Closed,05/30/2023,"Certific. of Representative",24,21,"International Brotherhood of Teamsters, Local 710","Included: All Full time and Regular Part Time: Drivers, Chemical Operators, Hypo 
Operators and Maintenance located at the employer’s facility at 10100 Archer Ave 
Willow Springs IL. 
Excluded: All other employees of the employer, office clerical, guards, managers, and 
supervisors as defined by the Act"
"Solar Alliance Southeast, LLC",10-RC-316690,Knoxville,TN,04/24/2023,"Region 10, Atlanta, Georgia",Closed,06/12/2023,"Certific. of Representative",27,26,"Communications Workers of America","Included: All employees employed at the 3709 Martin Mill Pike facility Excluded: 
Supervisors, Guards and all others excluded by the Act"
"Southeastern Motor Freight Inc.",15-RD-316696,Jefferson,LA,04/24/2023,"Region 15, New Orleans, Louisiana",Closed,05/12/2023,"Withdrawal Non-adjusted",,11,,"Included:  Drivers

Excluded:  Supervisors"
"Breakthru Beverage",21-RC-316699,"San Diego",CA,04/24/2023,"Region 21, Los Angeles, California",Closed,05/11/2023,"Withdrawal Non-adjusted",,11,,"Included: All full-time and regular part-time A, B, and C drivers working out of the employer's facility at 9323 Activity Rd., San Diego, CA 92126.

Excluded: Standard Exclusions"
